date,age,Inf,Pneum,A20_B99_excl_bac,A16_A19,A16,A17,A18,A19,A20_A48,A39,A50_A79,A80_B34,B05_B06,B20_B24,B35_B49,B45,B50_B89,B99,C00_D49,D50_D89,A20_B99_a_D50_D89,E00_E89,E10_E14,E40_E46,F01_F99,G05_G99,H00_H99_excl_cj_om,I00_I99,I60_I64,J00_J99_excl_PI_bron,J20_J22,K00_K95,K35,K80,L00_L99,M00_M99,N00_N99,N39,O00_O99,P00_P15,P05_P07,Q00_Q99,R00_R99,R00_R09,R10_R19,R20_R39,R40_R49,R50_R69,R70_R94,R95_R99,S00_T88,V01_Y99,denom
2005-01-01,1-4 years,1,234,108,96,89,13,1,2,47,2,0,31,0,19,4,0,12,1,9,72,170,279,6,158,0,31,2,53,6,66,28,44,0,0,2,1,9,1,0,0,0,13,394,35,46,2,0,67,0,304,123,147,3827468
2005-02-01,1-4 years,3,267,132,74,72,6,1,2,50,0,1,50,0,24,3,0,10,1,7,78,193,273,3,158,1,20,0,56,6,73,28,60,0,0,5,1,6,2,0,0,0,7,453,33,53,4,0,68,0,385,77,93,3827468
2005-03-01,1-4 years,5,274,124,105,100,17,5,1,52,0,0,42,1,25,4,0,13,0,8,80,190,315,6,173,1,23,1,53,6,92,37,64,0,0,5,2,11,2,0,0,0,13,472,48,72,0,0,92,2,384,94,117,3827468
2005-04-01,1-4 years,4,265,156,66,61,9,6,2,57,0,1,57,2,31,9,2,15,2,5,79,216,321,3,211,0,32,3,64,4,57,31,52,0,0,3,0,3,0,0,0,0,10,283,25,39,2,0,61,0,224,85,110,3827468
2005-05-01,1-4 years,9,321,153,92,89,12,9,6,63,4,0,47,2,35,8,1,11,2,11,81,217,279,4,156,0,21,1,51,3,89,30,61,0,0,8,2,8,0,0,0,0,18,278,21,37,1,0,48,0,207,100,125,3827468
2005-06-01,1-4 years,9,368,124,96,91,12,3,4,55,1,0,36,1,24,4,1,12,1,17,49,165,245,9,135,0,26,1,50,6,76,33,33,0,0,2,0,6,0,0,0,0,13,309,26,30,0,0,57,0,239,90,117,3827468
2005-07-01,1-4 years,7,298,119,85,79,13,3,3,47,2,0,34,1,27,6,0,11,3,14,62,166,201,4,112,0,25,2,45,3,64,25,44,0,0,2,0,5,1,0,0,0,12,230,32,18,0,0,30,1,175,91,122,3827468
2005-08-01,1-4 years,6,289,104,69,67,15,5,4,37,8,0,37,0,20,6,1,12,3,8,46,142,175,8,91,0,27,2,42,2,69,23,34,0,0,2,0,10,1,0,0,0,14,208,24,25,0,0,34,0,161,105,129,3827468
2005-09-01,1-4 years,1,236,92,61,60,5,2,1,34,1,0,30,0,21,5,1,11,0,7,47,128,133,6,71,0,19,0,43,2,59,30,30,0,0,1,0,3,0,0,0,0,11,181,27,13,0,0,34,0,140,92,117,3827468
2005-10-01,1-4 years,2,273,92,83,79,9,3,3,42,5,1,25,0,18,1,0,12,3,10,65,140,182,4,97,0,32,0,38,4,75,20,40,0,0,1,0,6,0,0,0,0,13,201,16,22,0,0,30,0,150,100,137,3827468
2005-11-01,1-4 years,3,241,91,58,55,10,3,3,43,1,0,30,0,15,3,0,7,0,8,48,127,196,7,107,1,28,1,54,3,63,26,26,0,0,2,1,8,2,0,0,0,8,208,22,26,0,0,29,4,157,113,142,3827468
2005-12-01,1-4 years,2,240,114,82,81,9,3,3,49,1,0,45,0,15,4,1,11,1,12,59,166,241,4,147,1,24,3,48,8,43,38,37,1,0,6,1,5,1,0,0,0,5,204,27,16,2,0,30,0,152,119,147,3827468
2006-01-01,1-4 years,1,283,136,87,81,15,4,0,60,0,0,41,0,19,5,1,20,4,14,71,188,287,5,166,0,30,1,46,4,55,36,51,0,0,2,0,6,1,0,0,0,11,260,27,35,0,0,46,3,189,97,125,3884107
2006-02-01,1-4 years,4,302,139,76,70,16,3,3,63,1,0,41,0,31,5,1,14,2,7,76,200,375,5,227,0,28,1,77,5,60,33,64,0,0,5,2,11,0,0,0,0,11,277,29,26,1,0,49,0,199,105,132,3884107
2006-03-01,1-4 years,4,385,200,116,110,14,4,5,84,0,0,80,0,32,8,1,19,4,12,130,301,572,12,331,1,34,4,90,9,83,41,106,0,0,4,1,18,3,0,0,0,13,411,28,49,1,0,94,1,290,95,138,3884107
2006-04-01,1-4 years,6,368,170,85,80,9,4,3,71,0,0,62,0,28,3,0,12,0,11,90,242,463,15,277,1,37,5,88,4,80,57,72,0,0,8,4,10,0,0,0,0,12,358,47,37,1,1,60,0,254,94,140,3884107
2006-05-01,1-4 years,4,348,144,99,92,15,0,2,64,2,0,52,0,12,8,0,12,1,9,88,215,366,7,235,0,30,2,64,4,63,49,51,0,0,5,1,6,2,0,0,0,7,329,36,30,1,0,52,3,247,89,116,3884107
2006-06-01,1-4 years,9,387,118,75,74,4,3,2,50,2,0,33,0,25,6,0,12,4,8,59,159,245,8,133,0,41,3,51,7,73,40,47,1,0,5,0,10,1,0,0,0,17,272,31,24,1,0,41,1,205,80,112,3884107
2006-07-01,1-4 years,7,276,111,79,75,12,3,3,46,3,0,43,0,21,4,0,11,0,13,48,145,151,2,91,0,21,2,50,4,52,26,33,0,0,3,1,4,0,0,0,0,12,217,19,17,0,0,38,0,172,112,135,3884107
2006-08-01,1-4 years,1,252,89,70,63,11,6,4,38,2,0,28,0,24,1,0,7,2,13,44,112,128,5,74,0,22,1,43,3,60,37,31,0,0,2,0,6,1,0,0,0,11,222,26,19,1,0,32,0,179,105,125,3884107
2006-09-01,1-4 years,8,215,80,72,70,15,5,2,30,4,0,27,1,21,1,0,6,0,11,37,109,120,6,80,0,27,1,45,6,45,32,27,0,0,2,1,4,0,0,0,0,8,191,30,19,0,0,20,0,151,95,117,3884107
2006-10-01,1-4 years,2,232,87,73,71,6,3,4,33,4,0,32,0,12,6,1,13,2,13,50,124,119,1,70,1,28,2,44,6,59,36,28,0,0,2,3,3,0,0,0,0,15,182,22,13,0,0,27,1,141,115,145,3884107
2006-11-01,1-4 years,4,214,96,76,74,15,4,4,40,4,0,25,2,19,5,1,10,3,11,52,133,160,6,91,0,23,0,38,5,48,21,34,0,0,0,0,8,1,0,0,0,11,239,23,20,1,0,47,1,189,97,116,3884107
2006-12-01,1-4 years,1,236,105,74,68,7,5,5,51,3,0,28,1,17,4,1,12,2,4,62,147,215,6,111,0,22,1,35,1,47,24,35,0,0,3,0,6,0,0,0,0,7,245,30,22,0,0,44,1,187,120,159,3884107
2007-01-01,1-4 years,2,204,102,64,60,12,2,0,47,1,0,34,0,14,3,1,13,1,11,73,161,261,7,159,0,39,1,41,5,46,26,48,0,0,5,1,8,2,0,0,0,11,255,23,24,0,0,44,1,200,117,141,3992760
2007-02-01,1-4 years,3,220,128,63,55,13,4,2,56,0,0,43,0,23,7,1,11,1,11,86,183,258,8,151,1,29,3,37,1,64,31,51,0,0,3,0,4,0,0,0,0,12,255,25,28,0,0,46,1,190,97,128,3992760
2007-03-01,1-4 years,4,251,116,75,66,14,5,5,57,3,2,31,0,18,2,0,9,1,17,78,175,292,11,163,2,35,2,44,5,55,30,41,0,0,5,0,5,1,0,0,0,10,310,27,33,3,0,66,2,222,123,153,3992760
2007-04-01,1-4 years,2,257,93,63,59,9,3,2,39,3,0,34,2,14,1,0,8,0,11,65,141,244,5,139,0,35,0,59,3,57,46,35,0,0,3,1,12,1,0,0,0,18,280,23,25,1,1,46,1,214,95,124,3992760
2007-05-01,1-4 years,5,291,119,92,84,15,4,5,51,2,0,42,0,23,4,2,10,1,14,60,167,283,9,145,0,30,2,54,2,52,45,42,1,0,1,0,8,1,0,0,0,15,300,21,36,1,0,32,1,240,109,132,3992760
2007-06-01,1-4 years,5,282,81,74,67,7,7,4,39,2,0,20,0,20,6,1,6,1,9,36,110,190,5,104,0,23,3,45,3,52,39,36,0,0,2,0,9,1,0,0,0,11,268,28,18,0,0,26,0,216,86,107,3992760
2007-07-01,1-4 years,7,260,106,97,92,13,5,6,50,2,0,39,0,17,4,1,12,0,19,63,148,190,4,111,0,30,2,72,6,55,33,29,0,0,1,0,8,1,0,0,0,15,261,26,23,0,0,40,0,194,112,137,3992760
2007-08-01,1-4 years,3,268,98,67,60,7,3,2,47,5,0,28,0,20,2,1,7,2,9,56,141,144,5,84,0,30,0,53,1,62,27,33,0,0,2,0,8,1,0,0,0,12,234,24,26,1,0,29,0,185,102,136,3992760
2007-09-01,1-4 years,4,249,98,72,66,6,5,8,50,4,0,29,1,9,5,1,13,3,9,44,131,152,4,62,0,30,0,48,5,64,37,22,0,0,2,1,3,0,0,0,0,16,201,25,21,0,0,35,0,147,119,149,3992760
2007-10-01,1-4 years,3,250,70,79,73,20,4,2,37,5,0,23,0,9,0,0,8,1,8,54,114,159,8,67,0,31,1,45,3,44,24,26,0,0,3,1,6,0,0,0,0,12,207,25,21,0,0,32,0,155,117,141,3992760
2007-11-01,1-4 years,2,275,82,72,68,11,7,6,44,3,0,25,0,8,0,0,7,1,8,57,126,239,5,115,0,32,1,41,4,43,46,32,0,0,5,0,4,0,0,0,0,15,271,26,32,1,0,47,0,204,108,138,3992760
2007-12-01,1-4 years,2,311,146,96,90,17,4,5,69,3,1,40,0,29,5,0,13,1,11,85,209,424,7,207,0,35,2,65,8,66,51,49,0,0,3,0,7,1,0,0,0,26,328,35,40,1,0,54,3,237,133,178,3992760
2008-01-01,1-4 years,3,318,181,82,75,10,2,3,82,0,2,58,0,26,7,1,19,1,12,103,266,606,10,341,0,32,2,74,0,93,55,78,0,0,8,0,6,1,0,0,0,12,362,29,38,1,0,65,2,269,121,158,4118544
2008-02-01,1-4 years,5,340,180,102,98,15,1,0,86,2,0,66,0,27,4,0,9,0,9,93,248,568,15,319,1,35,0,64,5,51,48,82,0,0,4,0,10,0,0,0,0,17,404,32,52,3,0,82,0,290,106,139,4118544
2008-03-01,1-4 years,4,308,174,102,98,17,4,3,90,1,0,63,0,22,4,0,13,2,7,86,237,459,8,258,0,36,1,64,4,57,48,69,0,0,8,0,7,3,0,0,0,13,335,46,40,2,0,65,0,228,122,161,4118544
2008-04-01,1-4 years,12,238,154,74,70,10,4,1,72,3,0,48,0,27,4,0,10,0,7,62,197,313,5,188,0,33,1,60,3,48,40,48,0,0,5,1,6,0,0,0,0,8,298,29,31,0,0,52,2,226,109,141,4118544
2008-05-01,1-4 years,1,230,118,80,71,18,3,6,56,0,0,32,0,26,5,0,13,0,11,77,176,262,3,140,0,29,2,63,8,48,31,43,0,0,6,1,4,1,0,0,0,10,270,37,33,0,1,50,1,190,89,113,4118544
2008-06-01,1-4 years,0,222,109,81,73,11,5,5,57,3,0,31,0,15,3,2,8,2,12,58,152,201,4,123,0,26,0,50,4,45,35,37,0,0,3,1,11,3,0,0,0,9,259,25,21,2,0,44,0,193,96,121,4118544
2008-07-01,1-4 years,4,239,87,66,60,13,7,7,44,3,0,29,0,13,3,1,4,3,9,42,118,161,5,89,0,37,0,51,4,52,28,25,0,0,4,0,8,0,0,0,0,11,243,27,17,2,0,41,1,183,109,140,4118544
2008-08-01,1-4 years,4,239,91,47,47,5,3,2,46,1,0,21,2,16,0,0,10,0,12,44,125,146,4,85,1,22,0,43,4,51,22,24,0,0,1,0,4,1,0,0,0,22,195,19,5,0,0,29,1,161,110,140,4118544
2008-09-01,1-4 years,5,218,75,65,63,9,4,3,43,2,0,17,0,11,4,2,3,0,13,42,102,135,3,70,0,29,0,28,1,37,23,24,0,0,3,0,3,0,0,0,0,14,224,30,17,1,0,23,1,178,117,142,4118544
2008-10-01,1-4 years,0,194,97,75,67,13,3,8,46,3,0,25,0,26,0,0,7,2,11,30,120,158,1,90,0,33,1,38,6,55,30,26,0,0,3,0,7,1,0,0,0,13,197,22,20,0,0,22,0,153,101,124,4118544
2008-11-01,1-4 years,1,200,69,53,50,7,6,4,32,3,0,21,0,13,1,0,7,1,8,45,100,163,2,104,0,31,0,40,4,36,22,20,0,0,3,1,7,0,0,0,0,10,194,15,8,0,0,29,1,162,122,146,4118544
2008-12-01,1-4 years,2,209,109,45,41,10,2,3,60,3,0,33,0,20,2,2,2,2,12,57,149,236,9,117,1,31,1,29,5,36,27,47,0,0,1,0,7,1,0,0,0,13,212,16,22,0,0,40,1,160,130,148,4118544
2009-01-01,1-4 years,1,196,109,57,55,8,2,2,49,0,1,27,0,26,6,1,5,1,9,65,161,281,2,168,0,31,1,37,0,35,26,38,0,0,0,0,8,0,0,0,0,9,223,20,27,0,1,33,0,164,93,113,4239651
2009-02-01,1-4 years,3,211,95,52,49,11,0,0,52,1,0,26,0,19,1,0,8,1,9,42,127,294,5,158,0,38,2,50,2,36,21,47,0,0,1,1,4,0,0,0,0,7,235,20,28,1,0,41,1,177,95,120,4239651
2009-03-01,1-4 years,1,215,141,60,51,10,7,8,62,0,0,51,0,28,4,1,7,2,7,72,195,307,10,197,0,28,3,53,6,55,44,54,0,0,2,2,6,0,0,0,0,15,280,21,27,0,0,45,0,212,120,154,4239651
2009-04-01,1-4 years,2,203,145,75,71,9,3,3,66,0,0,53,0,23,11,1,8,3,11,65,193,304,8,201,1,33,1,49,4,37,31,49,0,0,6,0,8,0,0,0,0,10,267,28,24,1,0,49,0,197,84,112,4239651
2009-05-01,1-4 years,2,202,131,69,65,11,5,5,71,6,0,34,0,27,0,0,8,1,19,47,164,255,7,157,1,26,2,43,3,50,33,40,0,0,2,0,8,3,0,0,0,12,271,15,27,2,2,47,0,209,96,116,4239651
2009-06-01,1-4 years,5,233,105,64,56,8,8,10,55,3,0,28,0,17,3,0,7,2,5,42,130,221,9,123,0,26,1,51,3,44,35,23,0,0,4,0,8,0,0,0,0,19,272,25,28,1,1,33,2,212,109,136,4239651
2009-07-01,1-4 years,4,173,87,71,67,4,9,8,45,1,0,28,1,17,1,0,4,0,12,36,117,163,1,107,1,27,0,36,1,54,31,35,0,0,8,1,5,0,0,0,0,12,240,30,25,0,1,29,0,186,121,153,4239651
2009-08-01,1-4 years,5,193,88,64,55,10,4,7,41,3,1,33,0,12,2,0,6,0,11,37,114,123,6,70,1,28,1,52,6,47,32,24,0,0,1,0,7,0,0,0,0,9,206,13,20,0,2,29,0,166,137,166,4239651
2009-09-01,1-4 years,5,180,80,53,48,15,3,3,40,2,0,18,0,19,2,1,6,0,13,38,107,111,0,67,0,29,1,50,0,46,28,28,0,0,3,1,8,0,0,0,0,10,183,21,13,0,0,24,1,146,114,131,4239651
2009-10-01,1-4 years,5,174,80,76,72,11,4,5,33,4,0,27,2,16,0,0,9,0,7,44,114,133,6,79,0,27,3,54,3,56,32,28,0,0,0,2,6,1,0,0,0,10,178,15,18,0,1,31,0,144,110,133,4239651
2009-11-01,1-4 years,1,202,96,65,60,6,5,7,49,3,0,25,1,21,1,0,7,2,15,36,118,167,4,93,0,25,2,46,3,54,26,22,0,0,3,2,5,1,0,0,0,12,208,24,17,0,1,37,0,162,125,151,4239651
2009-12-01,1-4 years,0,206,112,70,67,14,6,4,54,5,0,36,1,21,2,0,4,0,7,42,145,196,4,119,0,37,1,46,4,50,27,25,0,0,3,1,5,0,0,0,0,12,217,20,19,0,3,34,1,175,130,181,4239651
2010-01-01,1-4 years,1,203,117,71,63,15,6,4,52,0,0,34,1,30,4,0,11,0,16,48,145,240,4,146,0,42,0,56,5,44,26,35,1,0,5,2,8,0,0,0,0,14,228,16,12,0,2,31,0,179,105,128,4354596
2010-02-01,1-4 years,2,188,144,68,61,11,4,7,70,0,0,41,5,31,3,2,8,1,10,63,190,299,9,170,1,41,4,59,4,50,37,38,1,0,4,0,12,1,0,0,0,10,266,25,16,0,0,34,0,207,111,138,4354596
2010-03-01,1-4 years,4,290,197,84,72,10,8,8,91,4,0,61,10,36,5,2,14,3,7,52,234,380,7,232,0,40,3,68,3,58,49,54,0,0,1,0,14,1,0,0,0,20,296,18,22,1,0,46,1,225,118,145,4354596
2010-04-01,1-4 years,3,262,178,93,85,9,6,6,85,1,2,57,6,28,5,0,16,0,11,62,218,335,7,228,1,34,1,54,2,58,54,47,0,0,3,0,9,1,0,0,0,11,291,21,20,1,1,31,0,230,107,130,4354596
2010-05-01,1-4 years,3,252,147,84,71,19,3,4,78,1,0,43,2,24,1,0,5,1,12,70,192,304,7,199,0,43,2,79,4,65,45,46,0,0,1,1,11,2,0,0,0,18,296,28,21,0,0,38,1,229,105,137,4354596
2010-06-01,1-4 years,9,246,123,72,68,13,3,1,60,2,0,44,2,24,1,0,10,0,21,51,160,248,6,149,1,35,1,60,4,53,30,39,1,0,4,0,11,0,0,0,0,12,272,18,19,1,0,27,0,218,93,108,4354596
2010-07-01,1-4 years,1,188,98,51,49,4,2,4,56,2,1,27,0,12,3,1,4,0,12,33,126,194,6,104,0,33,2,55,3,49,29,31,0,0,6,1,11,0,0,0,0,14,230,26,17,1,0,26,0,172,136,161,4354596
2010-08-01,1-4 years,5,192,72,50,44,13,4,5,39,2,0,14,1,16,1,0,3,0,12,34,96,125,3,75,0,29,2,52,2,45,35,27,0,0,6,1,4,1,0,0,0,10,217,18,15,0,0,23,0,174,108,123,4354596
2010-09-01,1-4 years,3,162,71,51,47,13,8,6,43,2,0,15,1,10,2,1,5,1,11,24,85,107,6,65,0,20,1,37,3,42,23,34,0,0,3,0,10,1,0,0,0,16,192,15,7,0,0,21,0,157,125,142,4354596
2010-10-01,1-4 years,4,165,91,50,45,7,3,2,50,1,0,32,1,10,1,0,3,1,12,42,118,106,4,65,0,23,3,36,4,42,14,28,1,0,1,1,4,0,0,0,0,13,202,12,11,0,0,27,0,169,135,158,4354596
2010-11-01,1-4 years,2,141,62,40,35,10,4,3,40,0,0,11,1,6,1,0,3,1,21,22,77,106,3,52,0,23,0,37,8,23,17,20,0,0,0,1,2,0,0,0,0,10,203,10,11,0,0,20,0,170,111,123,4354596
2010-12-01,1-4 years,3,142,83,37,29,4,4,7,45,1,0,24,0,12,1,1,2,2,14,23,102,130,5,77,1,31,0,38,3,40,17,14,0,0,3,2,7,2,0,0,0,12,201,10,7,0,1,17,0,175,138,159,4354596
2011-01-01,1-4 years,1,129,82,42,41,5,2,3,45,0,0,27,0,6,2,1,7,1,14,27,98,197,4,104,0,30,1,40,3,38,23,21,0,0,4,2,8,0,0,0,0,8,189,1,0,0,0,5,0,184,123,140,4460451
2011-02-01,1-4 years,3,135,103,42,39,7,4,3,55,1,0,33,1,16,1,0,7,1,15,44,136,253,9,150,0,31,2,55,1,31,23,29,1,0,2,2,5,1,0,0,0,11,196,0,1,0,0,7,1,189,116,139,4460451
2011-03-01,1-4 years,0,180,113,53,51,12,2,2,55,1,0,38,1,18,4,1,8,3,15,41,142,223,4,128,1,35,0,48,2,40,28,40,1,0,1,0,4,0,0,0,0,7,195,2,3,1,0,8,0,185,102,124,4460451
2011-04-01,1-4 years,1,168,90,50,47,8,3,3,46,0,2,28,0,14,3,0,3,1,10,33,115,182,7,130,1,23,1,42,1,39,33,23,0,0,3,1,3,0,0,0,0,12,168,1,2,0,0,6,0,161,98,120,4460451
2011-05-01,1-4 years,4,170,71,54,45,9,2,6,36,0,0,21,0,15,2,0,2,2,14,35,95,159,7,105,0,29,4,45,2,30,35,25,0,0,0,2,6,0,0,0,0,8,173,1,1,0,0,3,1,167,104,113,4460451
2011-06-01,1-4 years,6,190,88,58,53,10,9,6,52,0,1,25,0,12,4,0,5,1,9,30,107,154,7,90,0,32,2,50,1,40,24,27,0,0,3,0,7,1,0,0,0,16,189,3,2,0,0,2,0,183,104,125,4460451
2011-07-01,1-4 years,6,153,70,45,41,5,5,6,40,0,0,19,0,13,2,0,4,1,19,26,88,132,5,71,0,27,1,46,6,48,21,28,0,0,3,2,8,3,0,0,0,11,170,3,2,0,0,4,0,164,93,107,4460451
2011-08-01,1-4 years,2,154,62,44,38,7,7,9,37,3,0,18,0,4,1,0,4,1,14,26,78,89,5,43,0,21,1,48,1,42,22,9,1,0,2,2,13,3,0,0,0,9,168,0,3,0,0,5,0,161,119,138,4460451
2011-09-01,1-4 years,3,149,53,32,28,8,2,2,37,2,0,14,0,3,1,0,1,0,8,21,68,80,4,45,0,30,1,48,5,42,21,15,0,0,2,1,7,1,0,0,0,11,139,1,2,0,0,6,0,133,122,142,4460451
2011-10-01,1-4 years,6,138,61,42,40,7,3,4,38,5,0,15,0,5,1,0,7,1,6,32,78,91,5,49,0,35,1,52,3,41,16,23,1,0,1,2,3,0,0,0,0,16,141,4,2,0,0,6,0,132,96,119,4460451
2011-11-01,1-4 years,1,99,69,30,26,11,2,2,41,0,1,21,0,9,2,0,1,2,9,26,87,123,7,63,1,34,0,44,5,35,26,26,0,0,4,0,4,0,0,0,0,12,162,0,3,0,0,4,1,157,97,111,4460451
2011-12-01,1-4 years,4,101,59,40,37,9,0,2,33,0,1,19,1,2,2,0,2,1,12,27,82,138,7,66,1,30,0,32,2,34,22,23,0,0,1,2,4,2,0,0,0,11,173,1,2,0,0,7,0,166,136,149,4460451
2012-01-01,1-4 years,0,106,73,42,36,10,1,1,39,0,0,19,2,13,2,0,4,1,21,24,88,159,11,87,0,43,0,35,1,29,21,22,1,0,1,2,6,0,0,0,0,11,187,1,0,0,0,3,0,183,132,150,4561919
2012-02-01,1-4 years,2,115,80,21,18,7,0,0,53,0,0,22,0,5,1,0,2,1,10,19,89,167,6,91,0,31,1,44,2,39,33,23,0,0,3,1,8,1,0,0,0,4,219,0,0,0,0,2,0,217,114,131,4561919
2012-03-01,1-4 years,3,134,106,45,39,7,3,6,52,1,0,33,1,15,2,0,5,3,11,28,127,199,5,121,0,29,0,50,5,46,30,28,0,0,3,2,7,2,0,0,0,12,274,0,1,0,1,3,0,269,104,122,4561919
2012-04-01,1-4 years,4,144,70,39,37,5,3,5,44,1,0,20,0,5,1,0,4,1,16,23,88,143,4,101,1,25,0,42,5,47,27,20,0,0,2,0,9,1,0,0,0,12,249,2,0,1,0,0,0,246,107,127,4561919
2012-05-01,1-4 years,4,124,80,52,49,9,3,1,40,0,0,27,1,12,0,0,7,2,14,32,104,144,2,90,0,32,1,49,2,40,23,28,0,0,0,2,9,0,0,0,0,14,222,1,0,0,0,1,0,220,113,132,4561919
2012-06-01,1-4 years,5,164,60,33,29,6,3,3,33,1,0,19,0,7,1,0,2,0,18,25,79,139,12,66,0,24,1,38,3,38,27,20,0,0,1,0,9,1,0,0,0,11,200,0,0,1,0,4,0,195,109,121,4561919
2012-07-01,1-4 years,5,150,69,35,30,6,3,3,45,0,0,19,0,10,0,0,1,0,15,30,90,115,4,61,0,37,1,61,2,36,21,20,2,0,2,1,6,1,0,0,0,16,200,0,1,0,0,1,0,198,122,144,4561919
2012-08-01,1-4 years,7,145,60,34,31,6,4,5,32,1,0,14,0,13,1,1,2,0,9,23,76,100,8,46,0,32,0,54,2,34,23,37,0,0,3,1,10,0,0,0,0,12,252,0,1,0,0,0,0,251,137,160,4561919
2012-09-01,1-4 years,2,116,56,32,29,11,0,0,33,0,0,15,0,8,2,1,2,0,11,12,65,90,5,53,2,28,0,32,2,37,26,16,1,0,3,0,6,0,0,0,0,8,205,0,0,0,0,3,0,202,133,145,4561919
2012-10-01,1-4 years,0,122,63,36,34,9,3,1,31,2,0,16,1,15,1,0,4,0,15,17,75,107,8,60,0,31,0,43,2,39,31,17,0,0,5,1,10,1,0,0,0,13,217,1,0,0,0,0,0,216,121,135,4561919
2012-11-01,1-4 years,2,123,76,26,23,2,2,3,41,1,0,17,0,16,1,0,4,0,9,26,93,138,5,79,1,40,1,48,2,41,26,23,0,0,1,0,4,0,0,0,0,23,214,1,0,0,1,2,0,210,122,140,4561919
2012-12-01,1-4 years,3,150,79,43,40,10,4,3,43,0,0,20,0,16,4,0,3,1,12,35,103,153,6,76,0,32,0,39,3,42,18,36,0,0,3,1,8,0,0,0,0,12,218,0,0,0,0,3,0,215,153,173,4561919
2013-01-01,1-4 years,2,140,102,35,30,12,1,2,47,0,0,31,1,21,2,0,5,0,9,37,124,254,12,154,0,33,1,55,4,46,31,38,0,0,1,0,11,0,0,0,0,11,214,0,1,0,0,1,0,212,117,136,4648720
2013-02-01,1-4 years,0,136,107,48,45,8,4,2,52,1,0,39,0,16,2,1,4,2,13,28,127,213,4,143,2,29,2,49,3,47,32,33,0,0,5,2,8,0,0,0,0,16,149,0,0,0,0,2,0,147,123,144,4648720
2013-03-01,1-4 years,2,163,101,28,26,9,5,4,60,0,0,29,0,15,1,0,6,0,7,35,125,230,15,133,0,27,0,42,2,40,39,43,0,0,4,0,10,1,0,0,0,13,178,0,0,0,0,3,0,175,108,138,4648720
2013-04-01,1-4 years,3,122,73,29,26,2,2,3,37,0,0,27,0,11,1,0,5,0,10,23,87,155,8,100,1,25,0,35,1,42,21,20,0,0,1,0,7,0,0,0,0,11,140,0,0,0,0,1,0,139,108,126,4648720
2013-05-01,1-4 years,2,128,75,41,38,6,4,1,43,1,1,20,0,15,1,0,2,1,24,21,90,129,5,79,0,25,0,31,1,36,23,19,0,0,3,1,5,0,0,0,0,14,147,0,0,0,0,3,0,144,102,121,4648720
2013-06-01,1-4 years,3,151,69,29,27,3,3,1,37,1,0,23,0,13,0,0,2,0,12,24,87,129,8,72,0,34,0,44,1,47,34,17,0,0,3,0,7,0,0,0,0,13,174,0,0,0,0,1,0,173,113,133,4648720
2013-07-01,1-4 years,9,114,64,26,23,3,3,2,36,1,0,13,0,16,1,0,4,0,5,17,75,122,14,69,1,29,1,42,1,39,17,22,0,0,2,3,11,0,0,0,0,15,128,0,0,0,0,2,0,126,122,153,4648720
2013-08-01,1-4 years,7,132,70,33,27,8,4,3,36,1,0,19,0,13,1,0,7,0,11,11,78,87,4,42,2,33,0,43,6,36,30,11,0,0,0,1,11,1,0,0,0,18,165,0,0,0,1,0,0,164,110,126,4648720
2013-09-01,1-4 years,2,119,51,29,27,8,1,1,29,3,0,15,0,7,1,0,4,0,9,18,64,64,5,38,1,40,0,50,2,52,23,14,0,0,1,3,2,0,0,0,0,11,133,0,0,0,0,0,0,133,137,156,4648720
2013-10-01,1-4 years,2,110,51,28,25,8,1,3,32,1,0,13,0,11,0,0,0,0,5,19,65,89,6,40,0,21,2,49,3,32,15,12,0,0,2,0,8,1,0,0,0,14,120,0,0,0,0,0,0,120,116,136,4648720
2013-11-01,1-4 years,1,103,61,21,18,6,0,1,38,1,0,13,0,8,1,0,8,0,14,19,71,96,6,42,0,22,1,38,1,33,16,21,0,0,0,0,9,0,0,0,0,12,130,0,0,0,0,0,0,130,131,145,4648720
2013-12-01,1-4 years,1,84,72,23,20,7,1,1,44,1,0,23,1,10,0,0,4,0,12,12,81,112,6,67,0,30,1,42,2,28,19,12,0,0,0,1,6,0,0,0,0,14,151,0,0,0,0,0,0,151,155,176,4648720
2014-01-01,1-4 years,1,96,93,26,22,6,2,2,52,1,0,23,0,15,1,1,7,0,9,19,106,221,5,122,0,37,0,34,4,28,24,33,0,0,1,0,11,0,0,0,0,17,130,0,0,0,0,1,0,129,132,154,4714751
2014-02-01,1-4 years,3,121,88,25,23,9,3,2,52,1,0,15,0,21,0,0,3,1,10,26,108,234,12,128,0,39,1,31,1,30,35,29,0,0,3,0,11,1,0,0,0,17,145,0,0,0,0,1,0,144,110,139,4714751
2014-03-01,1-4 years,2,133,110,39,35,8,4,4,65,0,0,32,0,16,1,0,5,0,13,34,131,283,13,179,1,34,0,43,3,46,41,37,2,0,2,1,9,0,0,0,0,14,181,0,0,0,0,0,0,181,123,169,4714751
2014-04-01,1-4 years,3,137,91,21,19,4,0,0,55,0,0,20,0,15,0,0,1,0,14,22,106,212,6,164,0,28,0,39,1,36,15,21,0,0,2,1,10,1,0,0,0,10,130,0,0,0,0,2,0,128,103,128,4714751
2014-05-01,1-4 years,3,126,98,30,28,6,4,4,56,4,0,25,0,14,3,1,5,0,11,21,116,206,8,142,0,30,2,33,2,34,20,24,0,0,3,2,7,1,0,0,0,14,119,0,0,0,0,1,0,118,121,142,4714751
