date,age,Inf,Pneum,A20_B99_excl_bac,A16_A19,A16,A17,A18,A19,A20_A48,A39,A50_A79,A80_B34,B05_B06,B20_B24,B35_B49,B45,B50_B89,B99,C00_D49,D50_D89,A20_B99_a_D50_D89,E00_E89,E10_E14,E40_E46,F01_F99,G05_G99,H00_H99_excl_cj_om,I00_I99,I60_I64,J00_J99_excl_PI_bron,J20_J22,K00_K95,K35,K80,L00_L99,M00_M99,N00_N99,N39,O00_O99,P00_P15,P05_P07,Q00_Q99,R00_R99,R00_R09,R10_R19,R20_R39,R40_R49,R50_R69,R70_R94,R95_R99,S00_T88,V01_Y99,denom
2008-07-01,Less than one month,0,48,10,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,2,12,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,425,370,68,15,0,0,0,0,5,0,10,8,10,98695
2008-08-01,Less than one month,0,53,11,0,0,0,0,0,0,0,3,6,0,1,0,0,1,0,0,5,16,4,3,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,399,346,64,15,0,0,0,0,1,4,10,7,10,98695
2008-09-01,Less than one month,0,45,5,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,4,9,6,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,391,335,56,14,0,0,1,0,4,1,8,6,8,98695
2008-10-01,Less than one month,0,54,6,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,5,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,422,384,58,14,0,0,0,0,2,2,11,5,9,98695
2008-11-01,Less than one month,0,57,10,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,432,379,44,11,0,0,0,0,3,0,8,7,8,98695
2008-12-01,Less than one month,0,45,8,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,1,4,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,389,339,63,11,0,0,0,0,0,0,11,7,10,98695
2009-01-01,Less than one month,0,63,16,2,2,0,0,0,2,0,0,7,0,7,0,0,1,0,0,6,22,10,5,3,0,0,0,3,0,5,1,0,0,0,0,0,1,0,0,560,467,67,17,1,0,0,0,2,1,13,10,13,102279
2009-02-01,Less than one month,0,53,13,1,1,0,0,0,1,0,3,4,0,5,0,0,1,0,0,8,21,2,2,0,0,0,0,2,0,2,1,2,0,0,0,1,3,0,0,418,329,62,15,1,1,0,0,1,2,11,5,6,102279
2009-03-01,Less than one month,0,51,8,4,4,1,0,0,0,0,0,7,0,1,0,0,0,0,0,12,20,10,4,2,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,515,420,64,19,4,1,1,0,1,0,12,4,6,102279
2009-04-01,Less than one month,0,50,15,1,1,0,0,0,1,0,3,5,0,6,0,0,0,0,0,8,22,5,3,1,0,1,0,1,0,0,3,1,0,0,1,0,3,0,0,505,410,71,17,2,1,0,0,2,0,15,9,10,102279
2009-05-01,Less than one month,0,63,11,1,1,0,0,0,1,0,1,4,0,5,0,0,0,0,2,9,20,3,2,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,464,392,80,9,0,0,0,0,2,1,6,7,10,102279
2009-06-01,Less than one month,0,53,13,1,1,0,0,0,1,0,3,7,0,0,0,0,2,0,0,12,25,4,2,1,0,3,0,2,0,3,0,0,0,0,0,0,3,0,0,482,397,63,14,1,0,0,0,2,0,11,7,10,102279
2009-07-01,Less than one month,0,54,17,1,1,0,0,0,2,0,1,11,0,3,0,0,1,0,0,4,20,8,3,2,0,0,1,2,0,3,5,1,0,0,0,0,1,0,0,398,336,67,20,0,2,0,0,3,2,13,4,7,102279
2009-08-01,Less than one month,0,48,12,0,0,0,0,0,1,0,1,4,0,6,0,0,0,0,1,4,16,13,4,2,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,421,336,71,5,1,0,0,0,1,0,4,6,8,102279
2009-09-01,Less than one month,0,48,9,2,2,1,0,0,0,0,0,5,0,3,1,0,0,0,1,0,9,5,5,0,1,2,0,3,0,1,0,1,0,0,1,0,0,0,0,404,339,78,14,1,0,0,0,5,1,7,3,6,102279
2009-10-01,Less than one month,0,53,14,1,0,0,0,1,0,0,1,7,0,6,0,0,0,0,1,0,14,5,3,1,0,4,0,2,0,1,0,1,0,0,0,0,3,0,0,505,400,76,9,2,0,1,0,1,0,6,2,3,102279
2009-11-01,Less than one month,0,47,5,2,2,0,0,0,0,0,1,3,0,1,0,0,0,0,1,2,7,5,4,0,0,1,0,3,0,3,2,1,0,0,1,0,2,0,0,483,382,84,10,0,0,0,0,0,1,9,4,10,102279
2009-12-01,Less than one month,0,46,10,0,0,0,0,0,2,0,2,5,0,3,0,0,0,0,0,6,16,2,1,1,0,1,0,0,0,5,3,2,0,0,0,0,2,1,0,478,398,63,9,0,1,0,0,1,0,7,7,9,102279
2010-01-01,Less than one month,0,52,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,5,11,2,1,0,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,403,350,59,12,0,0,0,0,0,1,11,6,7,104606
2010-02-01,Less than one month,0,46,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,361,322,47,6,1,0,0,0,0,0,5,2,5,104606
2010-03-01,Less than one month,0,63,9,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,1,0,9,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,391,354,51,13,0,0,0,0,2,1,10,12,13,104606
2010-04-01,Less than one month,0,44,7,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,3,10,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,398,359,63,8,1,0,0,0,0,0,7,5,7,104606
2010-05-01,Less than one month,0,60,9,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,2,11,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,436,384,61,7,0,0,0,0,0,1,6,8,12,104606
2010-06-01,Less than one month,0,57,11,1,1,0,0,0,0,0,2,8,0,1,0,0,0,0,1,4,15,2,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,407,364,70,9,0,0,0,0,2,0,7,7,11,104606
2010-07-01,Less than one month,0,45,14,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,2,3,17,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,381,335,73,3,0,0,0,0,1,0,2,3,5,104606
2010-08-01,Less than one month,0,48,11,1,0,1,0,0,0,0,3,5,0,3,0,0,0,0,2,4,15,1,0,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,311,274,47,13,0,0,0,0,1,0,12,3,6,104606
2010-09-01,Less than one month,0,33,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,5,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,340,313,42,12,0,0,0,0,3,0,9,5,6,104606
2010-10-01,Less than one month,0,37,12,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,309,277,51,8,0,0,0,0,2,0,6,0,1,104606
2010-11-01,Less than one month,0,35,9,0,0,0,0,0,0,0,2,5,0,1,0,0,1,0,0,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,322,62,14,1,0,0,0,3,0,10,5,6,104606
2010-12-01,Less than one month,0,41,10,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,339,314,59,8,0,0,0,0,0,0,8,9,10,104606
2011-01-01,Less than one month,0,49,11,0,0,0,0,0,1,0,1,3,0,6,0,0,0,0,3,1,12,3,1,1,0,1,0,2,2,3,2,0,0,0,0,0,1,0,0,376,336,50,5,0,0,0,0,1,0,4,7,9,105606
2011-02-01,Less than one month,0,37,10,0,0,0,0,0,0,0,0,5,0,2,2,1,2,0,1,1,11,5,0,2,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,316,275,43,5,0,0,0,0,1,0,4,2,5,105606
2011-03-01,Less than one month,0,44,16,0,0,0,0,0,0,0,3,7,0,6,1,1,0,0,0,2,18,3,0,2,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,379,328,65,2,0,0,0,0,0,0,2,8,11,105606
2011-04-01,Less than one month,0,35,8,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,12,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,353,306,46,8,0,0,0,0,2,0,6,6,8,105606
2011-05-01,Less than one month,0,55,12,1,1,0,0,0,0,0,0,8,0,4,0,0,0,0,3,0,12,5,2,2,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,357,313,64,4,0,0,0,0,0,0,4,6,8,105606
2011-06-01,Less than one month,0,53,11,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,1,11,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,340,299,58,5,0,0,0,0,0,1,4,9,11,105606
2011-07-01,Less than one month,1,49,9,0,0,0,0,0,0,0,1,5,0,2,0,0,1,0,0,2,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,314,265,66,8,0,0,0,0,0,0,8,7,8,105606
2011-08-01,Less than one month,0,33,17,2,2,0,1,1,1,0,1,12,0,3,0,0,0,0,0,1,18,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,312,251,57,4,1,0,0,0,1,0,2,9,10,105606
2011-09-01,Less than one month,0,40,12,0,0,0,0,0,0,0,1,6,0,4,0,0,1,0,2,0,12,3,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,314,277,51,9,1,0,0,0,0,0,8,10,11,105606
2011-10-01,Less than one month,0,29,12,0,0,0,0,0,1,0,3,5,0,3,0,0,0,0,4,1,13,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,332,282,56,4,0,0,0,0,1,0,3,8,10,105606
2011-11-01,Less than one month,0,33,19,1,1,0,0,0,0,0,0,12,0,7,0,0,1,0,2,2,20,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,381,331,41,3,0,1,0,0,0,0,2,3,3,105606
2011-12-01,Less than one month,0,33,8,1,0,0,0,1,0,0,0,4,0,3,0,0,1,0,4,3,11,1,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,336,293,70,4,0,0,0,0,0,1,3,6,9,105606
2012-01-01,Less than one month,0,41,6,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,2,0,6,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,385,330,67,8,0,0,0,0,0,0,8,4,5,104418
2012-02-01,Less than one month,0,35,16,0,0,0,0,0,0,0,1,8,0,5,1,1,1,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,381,332,67,16,0,0,0,0,1,1,14,6,9,104418
2012-03-01,Less than one month,0,45,14,0,0,0,0,0,0,0,1,7,0,6,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,357,67,8,0,0,0,0,0,0,8,8,10,104418
2012-04-01,Less than one month,0,47,14,0,0,0,0,0,0,0,2,8,0,5,0,0,0,0,3,1,15,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,362,304,57,7,0,0,0,0,0,0,7,9,11,104418
2012-05-01,Less than one month,0,47,21,0,0,0,0,0,0,0,1,13,0,7,0,0,1,0,2,0,21,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,1,0,431,356,74,17,0,0,0,0,1,0,16,4,6,104418
2012-06-01,Less than one month,0,43,16,0,0,0,0,0,1,1,0,8,0,7,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,292,55,16,0,0,0,0,0,0,16,7,8,104418
2012-07-01,Less than one month,0,43,15,2,2,0,0,0,0,0,0,6,0,8,1,1,0,0,4,0,15,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,363,304,59,12,0,0,0,0,0,1,11,5,8,104418
2012-08-01,Less than one month,0,39,13,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,3,1,14,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,370,330,63,14,0,0,0,0,0,0,14,4,6,104418
2012-09-01,Less than one month,0,35,13,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,271,56,6,0,0,0,0,1,0,5,4,5,104418
2012-10-01,Less than one month,0,40,18,0,0,0,0,0,0,0,2,7,0,9,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,364,305,78,4,0,0,0,0,0,0,4,6,11,104418
2012-11-01,Less than one month,0,34,16,2,2,0,0,0,0,0,0,10,0,5,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,370,321,61,10,0,0,0,0,0,1,9,12,17,104418
2012-12-01,Less than one month,0,41,19,1,1,0,0,0,2,0,2,7,0,7,0,0,0,1,1,1,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,378,317,55,12,0,0,0,0,0,0,12,11,15,104418
2013-01-01,Less than one month,0,32,10,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,10,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,373,333,59,10,0,0,0,0,0,0,10,3,4,102648
2013-02-01,Less than one month,0,38,16,0,0,0,0,0,0,0,1,2,0,12,1,1,0,0,0,0,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322,276,57,5,0,0,0,0,0,0,5,3,4,102648
2013-03-01,Less than one month,0,39,17,0,0,0,0,0,1,0,4,4,0,9,0,0,0,0,0,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358,316,61,5,0,0,0,0,0,0,5,3,3,102648
2013-04-01,Less than one month,0,33,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,354,302,74,10,0,0,0,0,0,0,10,4,6,102648
2013-05-01,Less than one month,0,28,19,0,0,0,0,0,0,0,1,9,0,8,0,0,1,0,2,2,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,359,304,58,5,0,0,0,0,0,0,5,3,6,102648
2013-06-01,Less than one month,0,47,11,0,0,0,0,0,0,0,1,6,0,4,0,0,1,0,2,1,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,315,270,60,7,0,0,0,0,0,0,7,6,6,102648
2013-07-01,Less than one month,0,35,11,0,0,0,0,0,1,1,0,9,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,316,281,63,5,0,0,0,0,0,0,5,2,4,102648
2013-08-01,Less than one month,0,29,12,0,0,0,0,0,0,0,1,5,0,6,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,319,282,78,8,0,0,0,0,0,0,8,7,8,102648
2013-09-01,Less than one month,0,31,10,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,0,1,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,349,309,66,2,0,0,0,0,0,0,2,3,6,102648
2013-10-01,Less than one month,0,24,12,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,308,69,8,0,0,0,0,0,0,8,10,12,102648
2013-11-01,Less than one month,0,18,11,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,2,1,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,385,341,64,5,0,0,0,0,0,0,5,7,10,102648
2013-12-01,Less than one month,0,31,9,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,326,67,6,0,0,0,0,0,0,6,1,1,102648
2014-01-01,Less than one month,0,37,6,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,402,356,72,7,0,0,0,0,0,0,7,4,5,100504
2014-02-01,Less than one month,0,43,7,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,308,68,2,0,0,0,0,0,0,2,5,5,100504
2014-03-01,Less than one month,0,51,10,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,370,65,1,0,0,0,0,0,0,1,4,4,100504
2014-04-01,Less than one month,0,35,10,0,0,0,0,0,0,0,1,5,0,4,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,353,318,75,9,0,0,0,0,0,0,9,5,7,100504
2014-05-01,Less than one month,0,34,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,358,310,64,11,0,0,0,0,0,0,11,4,9,100504
2014-06-01,Less than one month,0,38,11,0,0,0,0,0,1,0,1,2,0,8,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,308,70,4,0,0,0,0,0,0,4,1,4,100504
2014-07-01,Less than one month,0,35,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,297,71,7,0,0,0,0,0,0,7,5,10,100504
2014-08-01,Less than one month,0,29,12,0,0,0,0,0,0,0,1,5,0,6,0,0,0,0,2,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,375,326,82,9,0,0,0,0,0,0,9,4,8,100504
2014-09-01,Less than one month,0,32,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,339,288,65,6,0,0,0,0,0,0,6,4,8,100504
2014-10-01,Less than one month,0,39,8,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333,280,64,4,0,0,0,0,0,0,4,5,5,100504
2014-11-01,Less than one month,0,30,8,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,385,344,70,2,0,0,0,0,0,0,2,4,7,100504
2014-12-01,Less than one month,0,35,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,373,327,65,9,0,0,0,0,1,0,8,8,9,100504
2015-01-01,Less than one month,0,37,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,199,53,11,0,0,0,0,0,0,11,2,3,98538
2015-02-01,Less than one month,0,17,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,269,233,51,9,0,0,0,0,0,0,9,5,6,98538
2015-03-01,Less than one month,0,27,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,346,302,83,4,0,0,0,0,0,0,4,3,5,98538
2015-04-01,Less than one month,0,27,11,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,291,46,6,0,0,0,0,0,0,6,1,2,98538
2015-05-01,Less than one month,0,41,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,326,87,5,0,0,0,0,0,0,5,5,6,98538
2015-06-01,Less than one month,0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,388,336,84,7,0,0,0,0,0,0,7,2,4,98538
2015-07-01,Less than one month,0,23,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,377,339,82,10,0,0,0,0,0,0,10,3,10,98538
2015-08-01,Less than one month,0,22,7,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,314,68,8,0,0,0,0,1,0,7,0,2,98538
2015-09-01,Less than one month,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,397,340,70,8,0,0,0,0,0,0,8,3,5,98538
2015-10-01,Less than one month,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,328,60,4,0,0,0,0,0,0,4,3,6,98538
2015-11-01,Less than one month,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,314,70,6,0,0,0,0,0,0,6,4,4,98538
2015-12-01,Less than one month,0,37,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,318,75,10,0,0,0,0,1,0,9,3,3,98538
2016-01-01,Less than one month,0,32,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,340,60,8,0,0,0,0,0,0,8,5,5,97263
2016-02-01,Less than one month,0,28,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,328,84,7,0,0,0,0,0,0,7,5,4,97263
2016-03-01,Less than one month,0,39,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,313,62,3,0,0,0,0,0,0,3,3,3,97263
2016-04-01,Less than one month,0,26,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,355,305,74,6,0,0,0,0,0,0,6,7,7,97263
2016-05-01,Less than one month,0,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,350,308,74,7,0,0,0,0,0,0,7,6,6,97263
2016-06-01,Less than one month,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,286,65,7,0,0,0,0,0,0,7,6,6,97263
2016-07-01,Less than one month,0,19,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,260,63,8,0,0,0,0,0,0,8,4,5,97263
2016-08-01,Less than one month,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,286,73,5,0,0,0,0,0,0,5,2,2,97263
2016-09-01,Less than one month,0,17,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278,240,68,2,0,0,0,0,0,0,2,5,5,97263
2016-10-01,Less than one month,0,20,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,322,276,47,3,0,0,0,0,0,0,3,8,8,97263
2016-11-01,Less than one month,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,239,62,2,0,0,0,0,1,0,1,6,6,97263
2016-12-01,Less than one month,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,163,39,2,0,0,0,0,0,0,2,1,0,97263
1999-01-01,1-11 months,0,550,114,0,0,0,0,0,1,1,1,63,0,40,9,0,11,1,1,83,178,331,4,111,1,4,0,112,9,101,18,8,0,0,2,1,6,1,0,122,110,54,350,28,10,1,0,64,2,251,40,66,868412
1999-02-01,1-11 months,0,509,113,0,0,0,0,0,0,0,2,47,2,40,12,1,11,3,3,83,180,408,9,127,1,11,1,112,4,96,14,17,0,0,3,0,6,2,0,145,127,47,386,25,8,0,0,65,0,300,50,86,868412
1999-03-01,1-11 months,0,598,155,2,2,0,0,0,3,1,5,73,0,58,12,0,15,3,0,86,222,365,4,105,0,18,1,125,7,133,27,22,0,0,2,1,9,3,0,135,116,51,432,32,11,2,0,78,3,314,32,57,868412
1999-04-01,1-11 months,0,510,114,0,0,0,0,0,4,2,5,58,0,35,6,0,9,2,5,67,164,281,5,76,0,10,0,103,7,106,36,7,0,0,1,0,7,1,0,119,105,52,387,31,11,0,0,68,2,284,37,69,868412
1999-05-01,1-11 months,0,618,110,0,0,0,0,0,0,0,0,54,0,45,5,0,12,4,3,62,160,273,4,60,1,10,4,131,13,120,28,19,0,0,2,0,4,0,0,120,109,52,429,32,7,0,0,64,3,339,50,77,868412
1999-06-01,1-11 months,0,713,93,0,0,0,0,0,3,2,1,58,0,22,2,0,13,1,0,75,153,274,6,61,0,15,0,111,5,145,39,13,0,0,5,0,10,1,0,114,95,58,433,38,14,0,0,51,1,342,48,73,868412
1999-07-01,1-11 months,0,629,94,0,0,0,0,0,4,2,0,51,0,29,3,1,15,2,2,46,130,174,2,40,1,18,0,101,8,108,29,10,0,0,3,0,7,5,0,95,85,53,378,33,13,0,0,51,0,288,44,67,868412
1999-08-01,1-11 months,0,554,83,1,1,0,0,0,4,4,0,39,1,25,6,0,10,2,2,60,128,158,1,40,0,8,0,84,6,114,24,10,0,0,2,0,3,1,0,85,77,44,286,32,9,0,0,48,2,203,30,50,868412
1999-09-01,1-11 months,0,509,64,0,0,0,0,0,1,1,0,46,0,14,1,0,6,0,3,46,101,131,0,22,0,8,2,62,4,71,15,3,0,0,2,0,4,1,0,94,84,44,224,31,3,0,0,34,1,158,33,43,868412
1999-10-01,1-11 months,0,591,116,0,0,0,0,0,3,2,3,76,1,24,6,0,19,0,4,57,156,171,2,35,0,13,2,96,8,98,21,8,0,0,6,0,1,1,0,119,102,48,322,24,6,0,0,47,1,251,48,63,868412
1999-11-01,1-11 months,0,584,101,0,0,0,0,0,2,1,2,57,0,30,4,0,15,0,2,51,141,200,0,44,0,12,0,75,7,89,18,12,0,0,2,0,4,0,0,113,101,43,303,27,4,0,0,55,0,220,40,61,868412
1999-12-01,1-11 months,0,603,91,0,0,0,0,0,1,0,1,53,0,26,4,0,11,1,3,83,159,269,2,66,0,15,3,93,10,83,21,9,0,0,0,0,4,2,0,112,102,56,319,36,6,0,0,46,1,243,55,72,868412
